Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All  Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke
District of Columbia,2019,31,08/03/2019,92,80,0,19,0,0,0,,,,0,18,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
District of Columbia,2019,32,08/10/2019,107,88,0,27,,,0,,,,,25,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2019,33,08/17/2019,121,98,,31,0,,,,,,0,24,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
District of Columbia,2019,34,08/24/2019,113,97,,23,,0,0,,0,0,0,34,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
District of Columbia,2019,35,08/31/2019,117,103,,29,,,,,,0,,25,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2019,36,09/07/2019,120,104,,28,,,,,,0,,24,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2019,37,09/14/2019,111,94,0,25,,,,,,,,18,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2019,38,09/21/2019,117,100,,27,,,,,,0,,34,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2019,39,09/28/2019,116,98,0,27,,,0,,0,0,0,24,10,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
District of Columbia,2019,40,10/05/2019,94,79,,19,,0,0,,,0,0,22,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
District of Columbia,2019,41,10/12/2019,124,108,,31,,0,,0,,,,23,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2019,42,10/19/2019,128,109,,18,,,,,,,0,37,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
District of Columbia,2019,43,10/26/2019,128,108,,21,,0,,,,0,0,33,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
District of Columbia,2019,44,11/02/2019,136,120,,32,,,,,0,,0,25,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,
District of Columbia,2019,45,11/09/2019,140,122,,33,,0,,,0,0,,31,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
District of Columbia,2019,46,11/16/2019,104,91,,21,,,,,,,0,21,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
District of Columbia,2019,47,11/23/2019,122,109,0,24,,,,,0,0,0,32,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
District of Columbia,2019,48,11/30/2019,118,95,0,18,,,0,,,,0,31,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
District of Columbia,2019,49,12/07/2019,133,108,,23,,,0,,,0,0,32,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
District of Columbia,2019,50,12/14/2019,122,106,,21,,,,,0,,0,24,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9)
District of Columbia,2019,51,12/21/2019,121,104,,22,,,,,,,,36,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2019,52,12/28/2019,155,133,,33,,,,,0,,,29,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Florida,2014,1,01/04/2014,3591,3317,47,784,116,101,64,226,47,46,67,899,182,,,,,,,,,,,,,
Florida,2014,2,01/11/2014,3855,3573,45,850,108,93,73,249,47,73,73,945,188,,,,,,,,,,,,,
Florida,2014,3,01/18/2014,3770,3529,44,847,122,92,72,231,63,81,70,911,192,,,,,,,,,,,,,
Florida,2014,4,01/25/2014,3827,3590,49,883,108,108,73,270,41,76,58,931,190,,,,,,,,,,,,,
Florida,2014,5,02/01/2014,3814,3561,51,871,112,96,77,238,45,66,73,967,183,,,,,,,,,,,,,
Florida,2014,6,02/08/2014,3912,3624,46,872,123,105,68,280,47,96,82,943,196,,,,,,,,,,,,,
Florida,2014,7,02/15/2014,3740,3474,51,799,119,115,84,278,46,80,62,872,188,,,,,,,,,,,,,
Florida,2014,8,02/22/2014,3808,3526,39,936,99,98,69,244,56,52,70,887,188,,,,,,,,,,,,,
Florida,2014,9,03/01/2014,3663,3362,37,816,104,104,44,224,44,71,64,871,178,,,,,,,,,,,,,
Florida,2014,10,03/08/2014,3797,3490,47,851,119,112,62,240,47,64,73,919,191,,,,,,,,,,,,,
Florida,2014,11,03/15/2014,3586,3327,44,814,103,103,58,224,42,66,79,852,163,,,,,,,,,,,,,
Florida,2014,12,03/22/2014,3821,3563,51,829,113,117,60,241,67,70,56,967,196,,,,,,,,,,,,,
Florida,2014,13,03/29/2014,3602,3353,45,849,111,122,52,212,40,70,62,866,165,,,,,,,,,,,,,
Florida,2014,14,04/05/2014,3666,3415,62,870,105,97,49,220,49,58,78,886,173,,,,,,,,,,,,,
Florida,2014,15,04/12/2014,3503,3226,44,812,118,107,41,211,38,46,59,831,180,,,,,,,,,,,,,
Florida,2014,16,04/19/2014,3602,3338,37,841,95,93,53,247,41,57,58,859,196,,,,,,,,,,,,,
Florida,2014,17,04/26/2014,3617,3369,60,815,108,99,39,238,49,60,65,855,209,,,,,,,,,,,,,
Florida,2014,18,05/03/2014,3562,3273,39,817,110,94,41,218,43,62,53,875,178,,,,,,,,,,,,,
Florida,2014,19,05/10/2014,3573,3292,34,840,99,100,50,234,49,46,57,836,162,,,,,,,,,,,,,
Florida,2014,20,05/17/2014,3437,3201,30,805,99,82,50,187,49,68,66,847,185,,,,,,,,,,,,,
Florida,2014,21,05/24/2014,3592,3355,45,875,123,102,51,242,39,67,58,819,194,,,,,,,,,,,,,
Florida,2014,22,05/31/2014,3425,3181,36,772,87,109,53,202,51,55,62,850,181,,,,,,,,,,,,,
Florida,2014,23,06/07/2014,3491,3230,26,790,104,104,47,234,44,53,54,826,170,,,,,,,,,,,,,
Florida,2014,24,06/14/2014,3542,3261,28,832,118,129,46,213,29,61,66,846,177,,,,,,,,,,,,,
Florida,2014,25,06/21/2014,3421,3166,48,806,84,113,30,200,39,51,64,833,170,,,,,,,,,,,,,
Florida,2014,26,06/28/2014,3485,3216,52,809,113,98,39,196,35,46,62,846,163,,,,,,,,,,,,,
Florida,2014,27,07/05/2014,3376,3091,39,764,98,112,43,181,45,45,64,818,174,,,,,,,,,,,,,
Florida,2014,28,07/12/2014,3391,3158,38,775,105,103,42,180,41,50,43,829,188,,,,,,,,,,,,,
Florida,2014,29,07/19/2014,3492,3246,40,820,107,96,53,219,27,49,58,863,163,,,,,,,,,,,,,
Florida,2014,30,07/26/2014,3434,3183,33,829,93,114,41,193,33,55,57,876,165,,,,,,,,,,,,,
Florida,2014,31,08/02/2014,3393,3115,44,802,94,92,47,193,23,56,59,835,178,,,,,,,,,,,,,
Florida,2014,32,08/09/2014,3346,3078,43,784,107,96,39,206,40,40,55,775,183,,,,,,,,,,,,,
Florida,2014,33,08/16/2014,3427,3156,49,829,93,103,39,184,46,47,50,809,176,,,,,,,,,,,,,
Florida,2014,34,08/23/2014,3360,3091,37,782,91,99,33,180,39,68,47,833,173,,,,,,,,,,,,,
Florida,2014,35,08/30/2014,3339,3066,45,752,87,112,35,184,39,55,48,787,174,,,,,,,,,,,,,
Florida,2014,36,09/06/2014,3318,3042,36,798,103,94,45,193,41,61,56,746,193,,,,,,,,,,,,,
Florida,2014,37,09/13/2014,3356,3097,32,831,86,116,37,180,48,66,66,769,188,,,,,,,,,,,,,
Florida,2014,38,09/20/2014,3356,3075,37,776,107,102,49,176,29,55,57,780,187,,,,,,,,,,,,,
Florida,2014,39,09/27/2014,3334,3077,26,803,83,124,37,163,39,57,57,815,187,,,,,,,,,,,,,
Florida,2014,40,10/04/2014,3282,2987,43,802,85,119,28,181,43,58,40,751,194,,,,,,,,,,,,,
Florida,2014,41,10/11/2014,3460,3201,36,793,95,126,54,215,28,43,63,865,205,,,,,,,,,,,,,
Florida,2014,42,10/18/2014,3429,3122,38,767,85,119,47,193,38,48,49,822,193,,,,,,,,,,,,,
Florida,2014,43,10/25/2014,3381,3149,38,854,81,112,36,195,49,47,65,822,199,,,,,,,,,,,,,
Florida,2014,44,11/01/2014,3501,3261,43,859,85,130,60,173,49,48,49,817,205,,,,,,,,,,,,,
Florida,2014,45,11/08/2014,3646,3369,44,838,121,140,48,222,48,42,64,846,211,,,,,,,,,,,,,
Florida,2014,46,11/15/2014,3615,3346,43,828,110,133,51,209,39,70,80,827,214,,,,,,,,,,,,,
Florida,2014,47,11/22/2014,3672,3383,39,824,109,135,63,206,45,59,56,886,218,,,,,,,,,,,,,
Florida,2014,48,11/29/2014,3707,3422,41,837,94,159,44,215,45,62,60,938,226,,,,,,,,,,,,,
Florida,2014,49,12/06/2014,3816,3518,52,845,109,163,66,248,34,70,69,872,225,,,,,,,,,,,,,
Florida,2014,50,12/13/2014,3805,3515,43,821,130,133,64,220,55,53,72,937,247,,,,,,,,,,,,,
Florida,2014,51,12/20/2014,3994,3667,54,850,108,153,86,235,43,64,86,969,257,,,,,,,,,,,,,
Florida,2014,52,12/27/2014,4009,3713,48,862,108,139,73,255,55,67,72,1012,217,,,,,,,,,,,,,
Florida,2014,53,01/03/2015,4135,3823,49,830,100,144,90,289,56,74,71,1030,230,,,,,,,,,,,,,
Florida,2015,1,01/10/2015,4068,3774,52,857,104,146,91,288,59,80,63,967,228,,,,,,,,,,,,,
Florida,2015,2,01/17/2015,4093,3793,61,797,127,157,95,286,57,76,93,994,243,,,,,,,,,,,,,
Florida,2015,3,01/24/2015,4062,3736,49,868,132,163,85,269,51,69,79,992,238,,,,,,,,,,,,,
Florida,2015,4,01/31/2015,3987,3702,50,842,114,123,65,272,58,63,71,988,250,,,,,,,,,,,,,
Florida,2015,5,02/07/2015,4145,3842,48,888,112,135,87,289,47,77,90,1033,260,,,,,,,,,,,,,
Florida,2015,6,02/14/2015,4049,3755,50,899,136,134,77,246,57,71,76,981,237,,,,,,,,,,,,,
Florida,2015,7,02/21/2015,4128,3820,51,844,136,162,63,274,49,68,71,979,264,,,,,,,,,,,,,
Florida,2015,8,02/28/2015,4204,3894,45,902,123,148,73,300,43,72,74,1037,243,,,,,,,,,,,,,
Florida,2015,9,03/07/2015,3967,3697,51,844,125,136,68,243,66,83,77,972,239,,,,,,,,,,,,,
Florida,2015,10,03/14/2015,3981,3685,65,855,127,144,67,258,54,76,66,970,235,,,,,,,,,,,,,
Florida,2015,11,03/21/2015,3995,3706,44,901,103,132,52,235,55,76,64,1001,244,,,,,,,,,,,,,
Florida,2015,12,03/28/2015,3858,3554,47,869,94,129,54,276,50,62,76,979,218,,,,,,,,,,,,,
Florida,2015,13,04/04/2015,3934,3637,47,882,101,141,69,254,45,71,72,949,241,,,,,,,,,,,,,
Florida,2015,14,04/11/2015,3704,3455,52,839,98,132,54,288,44,58,64,890,236,,,,,,,,,,,,,
Florida,2015,15,04/18/2015,3794,3500,46,828,97,124,52,275,35,76,71,950,206,,,,,,,,,,,,,
Florida,2015,16,04/25/2015,3667,3392,47,816,94,131,52,234,35,62,67,903,205,,,,,,,,,,,,,
Florida,2015,17,05/02/2015,3617,3331,49,824,106,126,56,237,49,57,57,819,223,,,,,,,,,,,,,
Florida,2015,18,05/09/2015,3809,3493,38,922,112,138,49,222,42,57,60,865,234,,,,,,,,,,,,,
Florida,2015,19,05/16/2015,3777,3476,44,853,105,136,53,235,51,63,58,919,211,,,,,,,,,,,,,
Florida,2015,20,05/23/2015,3542,3276,48,819,89,142,49,225,49,38,52,835,211,,,,,,,,,,,,,
Florida,2015,21,05/30/2015,3602,3294,39,833,101,127,38,208,42,51,55,867,202,,,,,,,,,,,,,
Florida,2015,22,06/06/2015,3502,3209,45,790,106,132,44,229,40,67,54,818,214,,,,,,,,,,,,,
Florida,2015,23,06/13/2015,3565,3272,46,819,94,124,45,227,48,54,56,824,209,,,,,,,,,,,,,
Florida,2015,24,06/20/2015,3602,3299,50,826,106,117,36,207,35,56,53,860,223,,,,,,,,,,,,,
Florida,2015,25,06/27/2015,3536,3212,46,851,99,153,40,193,38,43,46,818,206,,,,,,,,,,,,,
Florida,2015,26,07/04/2015,3480,3205,46,861,105,128,47,188,45,48,66,787,202,,,,,,,,,,,,,
Florida,2015,27,07/11/2015,3584,3273,49,847,116,122,42,194,37,69,49,868,212,,,,,,,,,,,,,
Florida,2015,28,07/18/2015,3463,3151,40,808,114,132,34,204,47,48,44,800,209,,,,,,,,,,,,,
Florida,2015,29,07/25/2015,3530,3233,38,840,97,150,41,211,45,58,58,833,199,,,,,,,,,,,,,
Florida,2015,30,08/01/2015,3452,3136,43,807,91,118,36,188,44,54,49,847,202,,,,,,,,,,,,,
Florida,2015,31,08/08/2015,3529,3221,38,882,89,116,47,179,51,51,50,829,223,,,,,,,,,,,,,
Florida,2015,32,08/15/2015,3468,3172,46,838,79,128,39,185,47,60,61,804,212,,,,,,,,,,,,,
Florida,2015,33,08/22/2015,3502,3232,59,833,81,128,41,213,53,51,45,821,214,,,,,,,,,,,,,
Florida,2015,34,08/29/2015,3409,3095,40,795,126,119,34,178,37,69,47,784,198,,,,,,,,,,,,,
Florida,2015,35,09/05/2015,3486,3189,38,832,91,124,41,202,50,57,44,785,216,,,,,,,,,,,,,
Florida,2015,36,09/12/2015,3476,3162,50,785,108,117,47,170,51,47,47,818,238,,,,,,,,,,,,,
Florida,2015,37,09/19/2015,3495,3219,40,871,78,119,37,192,45,63,39,821,205,,,,,,,,,,,,,
Florida,2015,38,09/26/2015,3615,3314,41,851,75,128,41,203,52,69,62,839,223,,,,,,,,,,,,,
Florida,2015,39,10/03/2015,3464,3176,47,809,108,136,49,203,36,61,53,833,207,,,,,,,,,,,,,
Florida,2015,40,10/10/2015,3570,3284,52,851,110,151,44,213,44,62,49,831,207,,,,,,,,,,,,,
Florida,2015,41,10/17/2015,3487,3178,41,798,99,140,35,200,48,57,51,810,223,,,,,,,,,,,,,
Florida,2015,42,10/24/2015,3580,3287,32,825,103,149,40,193,42,70,43,880,209,,,,,,,,,,,,,
Florida,2015,43,10/31/2015,3494,3181,47,793,103,142,54,197,41,58,64,782,211,,,,,,,,,,,,,
Florida,2015,44,11/07/2015,3607,3293,39,821,101,138,54,221,44,53,43,863,235,,,,,,,,,,,,,
Florida,2015,45,11/14/2015,3488,3220,47,780,104,129,35,208,46,58,54,844,205,,,,,,,,,,,,,
Florida,2015,46,11/21/2015,3608,3310,41,861,93,124,52,197,49,62,67,841,222,,,,,,,,,,,,,
Florida,2015,47,11/28/2015,3575,3305,35,830,113,127,44,212,50,52,64,845,218,,,,,,,,,,,,,
Florida,2015,48,12/05/2015,3667,3355,41,781,101,133,35,220,43,67,61,865,237,,,,,,,,,,,,,
Florida,2015,49,12/12/2015,3707,3394,36,889,96,146,47,231,42,70,59,860,205,,,,,,,,,,,,,
Florida,2015,50,12/19/2015,3687,3389,39,831,104,129,48,214,54,55,67,905,214,,,,,,,,,,,,,
Florida,2015,51,12/26/2015,3807,3527,50,840,111,157,53,221,57,67,73,869,238,,,,,,,,,,,,,
Florida,2015,52,01/02/2016,3726,3417,50,830,95,116,52,253,43,91,67,870,226,,,,,,,,,,,,,
Florida,2016,1,01/09/2016,3865,3581,56,876,116,125,66,246,46,63,59,918,211,,,,,,,,,,,,,
Florida,2016,2,01/16/2016,3898,3608,48,823,112,147,55,240,45,71,54,973,214,,,,,,,,,,,,,
Florida,2016,3,01/23/2016,4023,3743,57,871,123,147,66,253,58,79,49,1011,247,,,,,,,,,,,,,
Florida,2016,4,01/30/2016,4017,3695,51,846,125,148,61,242,50,67,57,973,247,,,,,,,,,,,,,
Florida,2016,5,02/06/2016,4081,3753,55,841,131,157,63,257,52,77,71,960,246,,,,,,,,,,,,,
Florida,2016,6,02/13/2016,4180,3866,46,877,108,145,73,275,42,74,66,1057,237,,,,,,,,,,,,,
Florida,2016,7,02/20/2016,4086,3751,35,900,101,148,80,268,50,66,60,997,248,,,,,,,,,,,,,
Florida,2016,8,02/27/2016,4165,3839,59,898,111,144,73,252,63,68,57,1038,223,,,,,,,,,,,,,
Florida,2016,9,03/05/2016,4190,3847,64,905,135,154,62,282,59,59,63,1020,243,,,,,,,,,,,,,
Florida,2016,10,03/12/2016,4271,3882,59,919,121,145,71,306,62,86,57,1004,269,,,,,,,,,,,,,
Florida,2016,11,03/19/2016,4161,3794,49,846,126,152,87,265,56,68,63,1024,260,,,,,,,,,,,,,
Florida,2016,12,03/26/2016,4066,3727,53,888,122,156,87,269,52,53,54,966,254,,,,,,,,,,,,,
Florida,2016,13,04/02/2016,3956,3608,58,862,127,129,64,269,48,78,49,966,215,,,,,,,,,,,,,
Florida,2016,14,04/09/2016,4017,3661,50,845,117,147,65,255,38,54,58,948,265,,,,,,,,,,,,,
Florida,2016,15,04/16/2016,3839,3542,59,808,109,141,62,232,51,68,47,918,239,,,,,,,,,,,,,
Florida,2016,16,04/23/2016,3852,3547,57,907,106,118,55,248,55,60,55,938,219,,,,,,,,,,,,,
Florida,2016,17,04/30/2016,3747,3428,71,805,110,137,52,249,41,66,60,864,212,,,,,,,,,,,,,
Florida,2016,18,05/07/2016,3764,3453,45,823,121,159,50,246,57,76,54,841,233,,,,,,,,,,,,,
Florida,2016,19,05/14/2016,3763,3453,37,892,116,135,44,219,43,70,60,850,232,,,,,,,,,,,,,
Florida,2016,20,05/21/2016,3672,3334,41,837,105,141,49,224,46,45,44,869,207,,,,,,,,,,,,,
Florida,2016,21,05/28/2016,3652,3330,36,815,115,147,63,237,49,59,55,854,206,,,,,,,,,,,,,
Florida,2016,22,06/04/2016,3685,3332,35,809,107,133,45,246,35,57,66,825,218,,,,,,,,,,,,,
Florida,2016,23,06/11/2016,3521,3180,46,794,104,142,43,210,40,46,57,788,231,,,,,,,,,,,,,
Florida,2016,24,06/18/2016,3703,3336,52,805,118,129,50,206,50,50,55,841,232,,,,,,,,,,,,,
Florida,2016,25,06/25/2016,3511,3218,35,830,102,136,45,224,42,57,40,794,204,,,,,,,,,,,,,
Florida,2016,26,07/02/2016,3570,3259,42,782,102,120,37,216,46,66,55,853,208,,,,,,,,,,,,,
Florida,2016,27,07/09/2016,3627,3263,40,799,119,144,57,216,52,39,47,824,216,,,,,,,,,,,,,
Florida,2016,28,07/16/2016,3719,3336,54,844,109,126,38,204,39,43,54,879,221,,,,,,,,,,,,,
Florida,2016,29,07/23/2016,3648,3288,54,844,109,139,39,233,53,46,66,801,212,,,,,,,,,,,,,
Florida,2016,30,07/30/2016,3565,3218,57,829,112,128,37,189,30,54,48,810,198,,,,,,,,,,,,,
Florida,2016,31,08/06/2016,3611,3256,47,821,107,119,42,229,42,45,66,835,227,,,,,,,,,,,,,
Florida,2016,32,08/13/2016,3626,3312,35,877,105,141,35,196,42,60,62,815,232,,,,,,,,,,,,,
Florida,2016,33,08/20/2016,3556,3198,31,826,80,137,36,197,38,48,60,824,229,,,,,,,,,,,,,
Florida,2016,34,08/27/2016,3539,3192,37,774,96,148,49,197,32,74,53,777,201,,,,,,,,,,,,,
Florida,2016,35,09/03/2016,3642,3320,43,855,123,127,43,187,30,53,63,788,250,,,,,,,,,,,,,
Florida,2016,36,09/10/2016,3585,3226,44,816,105,129,42,174,45,46,51,848,226,,,,,,,,,,,,,
Florida,2016,37,09/17/2016,3544,3176,51,790,102,126,49,208,49,47,57,765,228,,,,,,,,,,,,,
Florida,2016,38,09/24/2016,3583,3251,30,833,90,118,45,197,54,46,63,843,203,,,,,,,,,,,,,
Florida,2016,39,10/01/2016,3597,3268,46,820,114,133,37,214,40,53,47,845,205,,,,,,,,,,,,,
Florida,2016,40,10/08/2016,3613,3252,28,838,105,133,39,202,36,45,59,819,230,,,,,,,,,,,,,
Florida,2016,41,10/15/2016,3627,3247,40,794,108,149,49,211,42,59,60,806,211,,,,,,,,,,,,,
Florida,2016,42,10/22/2016,3788,3409,44,844,126,116,45,211,47,66,64,850,234,,,,,,,,,,,,,
Florida,2016,43,10/29/2016,3599,3240,49,802,97,116,38,196,38,46,58,789,223,,,,,,,,,,,,,
Florida,2016,44,11/05/2016,3717,3343,36,799,104,131,45,227,51,72,45,841,232,,,,,,,,,,,,,
Florida,2016,45,11/12/2016,3800,3427,36,848,120,146,53,232,45,65,57,863,225,,,,,,,,,,,,,
Florida,2016,46,11/19/2016,3789,3467,46,855,104,127,62,223,42,54,65,848,240,,,,,,,,,,,,,
Florida,2016,47,11/26/2016,3920,3549,52,827,116,126,56,228,42,73,59,929,240,,,,,,,,,,,,,
Florida,2016,48,12/03/2016,3934,3554,54,835,100,143,51,245,46,63,56,918,259,,,,,,,,,,,,,
Florida,2016,49,12/10/2016,3847,3510,43,829,128,138,60,237,56,76,64,885,239,,,,,,,,,,,,,
Florida,2016,50,12/17/2016,3870,3557,42,841,93,125,65,230,46,74,68,953,228,,,,,,,,,,,,,
Florida,2016,51,12/24/2016,3803,3481,40,870,109,133,55,250,47,58,55,881,232,,,,,,,,,,,,,
Florida,2016,52,12/31/2016,3901,3546,49,812,124,131,68,216,50,63,66,910,260,,,,,,,,,,,,,
Florida,2017,1,01/07/2017,4109,3716,55,790,126,154,78,259,54,59,77,976,236,,,,,,,,,,,,,
Florida,2017,2,01/14/2017,4286,3923,53,938,145,141,72,246,58,72,46,985,276,,,,,,,,,,,,,
Florida,2017,3,01/21/2017,4194,3850,52,946,99,153,79,307,57,68,61,953,245,,,,,,,,,,,,,
Florida,2017,4,01/28/2017,4004,3677,51,838,120,137,73,256,62,63,56,929,257,,,,,,,,,,,,,
Florida,2017,5,02/04/2017,4303,3970,58,906,132,153,94,306,59,71,58,1013,286,,,,,,,,,,,,,
Florida,2017,6,02/11/2017,4110,3767,45,877,131,129,78,243,56,71,61,997,261,,,,,,,,,,,,,
Florida,2017,7,02/18/2017,4260,3922,55,887,150,134,87,326,71,72,55,1013,256,,,,,,,,,,,,,
Florida,2017,8,02/25/2017,4315,3964,49,921,125,151,70,299,59,82,80,1009,252,,,,,,,,,,,,,
Florida,2017,9,03/04/2017,4102,3726,44,855,120,114,68,290,55,57,54,995,260,,,,,,,,,,,,,
Florida,2017,10,03/11/2017,4268,3844,46,904,116,132,81,281,63,62,76,975,230,,,,,,,,,,,,,
Florida,2017,11,03/18/2017,4027,3691,39,872,116,127,69,296,49,57,60,947,258,,,,,,,,,,,,,
Florida,2017,12,03/25/2017,4316,3953,60,916,135,170,81,280,52,73,61,1027,279,,,,,,,,,,,,,
Florida,2017,13,04/01/2017,4097,3708,44,892,118,146,58,277,50,73,63,947,259,,,,,,,,,,,,,
Florida,2017,14,04/08/2017,4077,3708,61,923,110,150,55,251,44,58,54,962,256,,,,,,,,,,,,,
Florida,2017,15,04/15/2017,4051,3684,55,898,107,137,64,269,53,71,45,942,224,,,,,,,,,,,,,
Florida,2017,16,04/22/2017,3916,3566,56,879,103,133,54,248,46,60,52,936,245,,,,,,,,,,,,,
Florida,2017,17,04/29/2017,3902,3549,44,864,122,125,74,258,56,69,63,886,245,,,,,,,,,,,,,
Florida,2017,18,05/06/2017,3862,3521,36,861,111,120,54,239,52,66,58,852,254,,,,,,,,,,,,,
Florida,2017,19,05/13/2017,3797,3427,54,842,101,123,49,238,58,73,57,843,234,,,,,,,,,,,,,
Florida,2017,20,05/20/2017,3790,3415,33,846,111,140,45,245,43,42,63,887,234,,,,,,,,,,,,,
Florida,2017,21,05/27/2017,3733,3357,48,839,122,117,31,257,32,47,50,871,210,,,,,,,,,,,,,
Florida,2017,22,06/03/2017,3811,3435,42,840,120,134,43,222,47,52,54,840,249,,,,,,,,,,,,,
Florida,2017,23,06/10/2017,3745,3370,48,802,98,137,60,218,40,56,40,883,246,,,,,,,,,,,,,
Florida,2017,24,06/17/2017,3592,3272,45,846,120,116,51,205,46,60,47,798,212,,,,,,,,,,,,,
Florida,2017,25,06/24/2017,3782,3418,36,899,113,132,53,228,47,64,45,803,245,,,,,,,,,,,,,
Florida,2017,26,07/01/2017,3741,3412,44,848,107,130,48,238,49,58,57,849,212,,,,,,,,,,,,,
Florida,2017,27,07/08/2017,3732,3332,35,862,117,112,48,211,51,45,51,845,209,,,,,,,,,,,,,
